id,location,company,redirect_url,longitude,adref,description,created,salary_is_predicted,category,title,latitude,__CLASS__,contract_time,salary_max,contract_type,salary_min
5220260083,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Dresden, Sachsen', 'area': ['Deutschland', 'Sachsen', 'Dresden']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HIGHVOLT Prüftechnik Dresden GmbH'}",https://www.adzuna.de/land/ad/5220260083?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=944165EBAFFAE24950EE145AF4FE32E936AFC887,13.756452,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMGl6UTUtaEY4QkdvVUloRWZ1NXdFZyIsImkiOiI1MjIwMjYwMDgzIn0.aK0tZsLyZsaeugNFN84s7k8cvAWEhoHU4_GXNlphunM,"Für den Weltmarkt projektieren und fertigen wir Hochspannungs- und Hochstromprüfsysteme zur Prüfung von Energiekabeln, Hochspannungstransformatoren und weiteren Geräten der elektrischen Energieübertragung. Mit unseren innovativen Produkten und digitalen Lösungen unterstützen wir den Netzausbau für eine nachhaltige Energieversorgung. Wir eröffnen Ihnen als Unternehmen in der REINHAUSEN Gruppe vielfältige Möglichkeiten in einer zukunftsorientierten Branche. HIGHVOLT - where Power meets Passion. F…",2025-05-28T19:48:24Z,0,"{'label': 'Technikerstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'engineering-jobs'}",Entwicklungsingenieur (m/w/d) im Bereich Messtechnik / Data Science,51.052725,Adzuna::API::Response::Job,,,,
5240890986,"{'area': ['Deutschland', 'Niedersachsen', 'Salzgitter'], 'display_name': 'Salzgitter, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Bosch Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5240890986?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=C0F8D1DED804AD09C017986B74D27460ED794985,10.373516,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMGl6UTUtaEY4QkdvVUloRWZ1NXdFZyIsImkiOiI1MjQwODkwOTg2In0.IBvIOrrucQ6QQplgrBS4fMZ4PAqX1wOvTbV9yrVO4kU,"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln? Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder Energy and Building Technology - mit uns verbessern Sie die Lebensqualität der Menschen auf der ganzen Welt. Willkommen bei Bosch. Die Robert Bosch Elektronik GmbH freut sich auf Ihre Bewerbung! Anstellungsart: Befristet Arbeitszeit: Vollzeit Arbeitsort: Salzgitter Aufgaben Wir suchen eine engagierte Persönlichkeit, die Teil unseres Projektt…",2025-06-09T08:06:40Z,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science,52.120502,Adzuna::API::Response::Job,,,,
5181672095,"{'area': ['Deutschland', 'Bayern', 'Dingolfing-Landau (Kreis)', 'Dingolfing'], 'display_name': 'Dingolfing, Dingolfing-Landau (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BMW Group'}",https://www.adzuna.de/land/ad/5181672095?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=51839DCB8391F1AE9399BEA67A993842230B0A9C,12.49782,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE4MTY3MjA5NSIsInMiOiIwaXpRNS1oRjhCR29VSWhFZnU1d0VnIn0.B3kRDpvJN9FWzPAN5iHL-i0diKaGNNZkjbqDsMaIX_w,"Mit unseren Marken BMW, MINI, Rolls-Royce und BMW Motorrad sind wir einer der weltweit führenden Premium-Hersteller von Automobilen sowie Motorrädern und darüber hinaus Anbieter von Premium-Finanz- und Mobilitätsdienstleistungen. Für den Unternehmensbereich am Standort Dingolfing suchen wir Sie als Dualer Student Data Science & Scientific Computing (w/m/x) Aufgaben Du liebst es, Ursachen für Probleme zu entdecken und Lösungen zu finden und möchtest an Zukunftsthemen arbeiten? Du hast eine Leide…",2025-05-05T19:22:21Z,0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Dualer Student Data Science & Scientific Computing (w/m/x),48.62848,Adzuna::API::Response::Job,,,,
5241457778,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oberkochen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",https://www.adzuna.de/land/ad/5241457778?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=945D330AF80A6C63F65FD0E737DA140E64550E56,10.10558,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMGl6UTUtaEY4QkdvVUloRWZ1NXdFZyIsImkiOiI1MjQxNDU3Nzc4In0.DmGZy77CdKWyZaPuW__qqY0NZOviQC1BrULQxwQp_eg,"Als Studierender (m/w/x) arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst Dir ideale Voraussetzungen für Deine spätere Karriere. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer Kultur, die von Expertenwissen und Teamgeist geprägt ist. All das wird getragen von der besonderen Eigentümerstruktur und dem langfristigen Ziel der Carl-Zeiss-Stiftung: Wissenschaft und Gesellsch…",2025-06-09T20:04:30Z,0,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs'}",Werkstudent Software & Data Science Entwicklung Projektionsoptiken (m/w/x),48.78408,Adzuna::API::Response::Job,,,,
5196599071,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}",https://www.adzuna.de/land/ad/5196599071?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=B05D2F43BE90D34C617E73D32CA793E4E1837E9E,9.2274,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE5NjU5OTA3MSIsInMiOiIwaXpRNS1oRjhCR29VSWhFZnU1d0VnIn0.Z8f-MKXQIH_bpanM-OyBqtOZCFaznyF8r-xJ2B1Qb-4,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",2025-05-13T19:32:53Z,0,"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",Praktikum Data Science,49.18975,Adzuna::API::Response::Job,,,,
5221191207,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}","{'display_name': 'trivago N.V.', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5221191207?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=98645105F045E80C016B917754C84A02C09FDF07,6.808387,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyMTE5MTIwNyIsInMiOiIwaXpRNS1oRjhCR29VSWhFZnU1d0VnIn0.VkP-5mj4KTsIQhsjZ71mDM5_AhxQ1CdQGi5pcLRXlMQ,"When travelers are searching for a hotel, we want the obvious choice to be trivago! Our leading metasearch engine is super fast and constantly optimized – enabling millions of travelers to compare hotel prices from hundreds of booking sites and find great deals in just a few clicks. We use cutting-edge technology, real-time auction, and machine learning techniques with petabytes of data to create an experience – time and money saved! In the lively city of Düsseldorf, we seize opportunities to l…",2025-05-29T07:53:45Z,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",Data Science Lead - Price,51.226802,Adzuna::API::Response::Job,,,,
5207046190,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Essen, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Essen']}","{'display_name': 'Deichmann SE', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5207046190?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=99ABBDD1537458D2EC7E10DBD42B3B5690D3F12E,7.014478,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIwNzA0NjE5MCIsInMiOiIwaXpRNS1oRjhCR29VSWhFZnU1d0VnIn0._U4LytVeAL36tWQmSaFDFEI5jlUUaZhoBfhXve9Yhbs,"Als eigenfinanziertes Familienunternehmen sind wir mehr als nur ein ca. 4.700 Standorte umspannendes Filialnetz in 34 Ländern, mehr als ca. 8,7 Mrd. Euro Jahresumsatz und mehr als einer der erfolgreichsten Online-Shops für Schuhe in Europa. Deichmann ist Wegbereiter, Förderer und Arbeitgeber von über 49.000 engagierten Mitarbeiterinnen und Mitarbeitern weltweit. Als nachhaltig expandierendes Unternehmen sind wir seit mehreren Jahrzehnten in der Lage, unseren Mitarbeitern einen sicheren Arbeitsp…",2025-05-20T07:34:57Z,0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Team Lead Data Science Engineering (m/w/d),51.444823,Adzuna::API::Response::Job,,,,
5213860028,"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], 'display_name': 'Sindelfingen, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5213860028?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=A0B67FD174DDEF1EC2CC55A4AC0CAEF7F84AC25F,9.026231,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxMzg2MDAyOCIsInMiOiIwaXpRNS1oRjhCR29VSWhFZnU1d0VnIn0.MfD0vT0xCcu2ulxNv7979pkH2iXSU9__XVptTMaYfRY,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",2025-05-24T07:39:49Z,0,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs'}",Praktikant*in Data Analytics/Data Science,48.720071,Adzuna::API::Response::Job,,,,
5224417868,"{'display_name': 'Bad Vilbel, Wetteraukreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Wetteraukreis', 'Bad Vilbel']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'STADA Arzneimittel AG'}",https://www.adzuna.de/land/ad/5224417868?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=99780417D88B12A25856020B2C000D567C06D692,8.73553,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNDQxNzg2OCIsInMiOiIwaXpRNS1oRjhCR29VSWhFZnU1d0VnIn0.MHIbhgwhF-1k1FG4KWk0M6uNZ1WDWeuzVGDUEjyK9js,"„Caring for People's Health as a Trusted Partner“ – Dieser Auftrag motiviert uns bei STADA jeden Tag aufs Neue, die Gesundheit der Menschen weltweit zu verbessern. Mit unserem umfassenden Angebot an Generika, Consumer Health Produkten und Spezialpharmazeutika bieten wir Patienten, Ärzten und Apothekern eine breite Palette an Therapieoptionen. Rund 13.000 Mitarbeiterinnen und Mitarbeiter leben unsere Werte Integrity, Entrepreneurship, Agility und One STADA. Gemeinsam befinden wir uns auf einer s…",2025-05-31T07:53:39Z,0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium - Data Science (B.Sc.),50.17809,Adzuna::API::Response::Job,,,,
5220264884,"{'display_name': 'Heilbronn, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn']}","{'display_name': 'Kaufland', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5220264884?se=0izQ5-hF8BGoUIhEfu5wEg&utm_medium=api&utm_source=a4bcf954&v=E5D9C0F42BD4B2D101CC5446F52C0F73D1C57AE4,9.209895,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMGl6UTUtaEY4QkdvVUloRWZ1NXdFZyIsImkiOiI1MjIwMjY0ODg0In0.vkuMRQ4SrmsLNKhzoCj5vHgGFPAUo1A-_aq2PRIObjM,"Du willst mehr als Uni und möchtest erste Berufseinblicke und Kontakte knüpfen? Dann bist du hier richtig! Als Werkstudent oder Praktikant bei Kaufland gehörst du von Beginn an zu einem starken Team und kannst zeigen, was in dir steckt. Werde auch du Teil von teamkaufland! Aufgaben Wir zählen auf dich: Du unterstützt unser Team bei der Bearbeitung unserer Analytics Use Cases entlang der gesamten Wertschöpfungskette bei Kaufland. Vielfältige Aufgaben? Na klar: Lerne unsere Projekte und Arbeitswe…",2025-05-28T19:50:11Z,0,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikant Data Science (m/w/d),49.142335,Adzuna::API::Response::Job,,,,
