latitude,location,id,category,created,adref,company,salary_is_predicted,longitude,__CLASS__,contract_time,redirect_url,description,title,contract_type,salary_min,salary_max
52.507706,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",5235945980,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-06T11:59:23Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidm9UMnhNSkM4Qkc3SnY2cFMzY0hDUSIsImkiOiI1MjM1OTQ1OTgwIn0.-MJ0xNHgRufgAxgbDFBDPznIDCXcdkW-5L8gZxrx6G4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Amazon'}",0,13.420806,Adzuna::API::Response::Job,full_time,https://www.adzuna.de/details/5235945980?utm_medium=api&utm_source=a4bcf954,"Do you want to solve business challenges through innovative technology? Do you enjoy working on cutting-edge, scalable services technology in a team environment? Do you like working on industry-defining projects that move the needle? At Amazon, we hire the best minds in technology to innovate and build on behalf of our customers. The intense focus we have on our customers is why we are one of the world’s most beloved brands – customer obsession is part of our company DNA. Our Software Developme…",2025 Software Development Engineer - Machine Learning (m/w/d),,,
48.137418,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",5235921302,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-06T11:18:47Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidm9UMnhNSkM4Qkc3SnY2cFMzY0hDUSIsImkiOiI1MjM1OTIxMzAyIn0.c8Ovo7vPoqKlbugZ2oh3Fq5od4B_azHAyIdPDIiodus,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'OfferZen'}",0,11.555737,Adzuna::API::Response::Job,,https://www.adzuna.de/details/5235921302?utm_medium=api&utm_source=a4bcf954,"Senior Net Programmer Are you an EU citizen looking for the next big move in your developer career? OfferZen companies across Europe are hiring Net Programmers. Companies on OfferZen are looking for Net Programmers to assist and manage with the architecture, implementation and maintenance of scalable web applications and services. No matter where you live in Europe - we have available positions for you! Requirements: 6 years of relevant experience Excellent knowledge of coding in C# and using .…",Senior Net Programmer,,,
52.507706,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",5235921295,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-06T11:18:46Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNTkyMTI5NSIsInMiOiJ2b1QyeE1KQzhCRzdKdjZwUzNjSENRIn0.NjBMHPOsEBjNxEp66KgPvX4yxPIgR4EDS3G7FnZK8rs,"{'display_name': 'OfferZen', '__CLASS__': 'Adzuna::API::Response::Company'}",0,13.420806,Adzuna::API::Response::Job,,https://www.adzuna.de/details/5235921295?utm_medium=api&utm_source=a4bcf954,"Junior Back-End Developer Are you an EU citizen looking for the next big move in your developer career? OfferZen companies across Europe are hiring Back-End Developers. Companies on OfferZen are looking for Back-End Developers to assist and manage with the architecture, implementation and maintenance of scalable web applications and services. No matter where you live in Europe - we have available positions for you! Requirements: 1 years experience of relevant experience in back-end development …",Junior Back-End Developer,,,
52.507706,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",5235921298,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",2025-06-06T11:18:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidm9UMnhNSkM4Qkc3SnY2cFMzY0hDUSIsImkiOiI1MjM1OTIxMjk4In0.NVSi8RQxRz_MjDQEWA5vcer2V-ddxvWn9IH8RfUUj0c,"{'display_name': 'OfferZen', '__CLASS__': 'Adzuna::API::Response::Company'}",0,13.420806,Adzuna::API::Response::Job,,https://www.adzuna.de/details/5235921298?utm_medium=api&utm_source=a4bcf954,"Junior .NET Developer Are you an EU citizen looking for the next big move in your developer career? OfferZen companies across Europe are hiring .NET Developers. Companies on OfferZen are looking for .NET Developers to assist and manage with the architecture, implementation and maintenance of scalable web applications and services. No matter where you live in Europe - we have available positions for you! Requirements: 1 years of relevant experience Excellent knowledge of coding in C# and using .…",Junior .NET Developer,,,
52.507706,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",5235921297,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",2025-06-06T11:18:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidm9UMnhNSkM4Qkc3SnY2cFMzY0hDUSIsImkiOiI1MjM1OTIxMjk3In0.lqcUlkLc22RM6UQWFBj5x_MN9XkOKqlGcosvfaPFqQI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'OfferZen'}",0,13.420806,Adzuna::API::Response::Job,,https://www.adzuna.de/details/5235921297?utm_medium=api&utm_source=a4bcf954,"Intermediate Back-End Developer Are you an EU citizen looking for the next big move in your developer career? OfferZen companies across Europe are hiring Back-End Developers. Companies on OfferZen are looking for Back-End Developers to assist and manage with the architecture, implementation and maintenance of scalable web applications and services. No matter where you live in Europe - we have available positions for you! Requirements: 2 years experience of relevant experience in back-end develo…",Intermediate Back-End Developer,,,
52.507706,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",5235921292,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",2025-06-06T11:18:45Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNTkyMTI5MiIsInMiOiJ2b1QyeE1KQzhCRzdKdjZwUzNjSENRIn0.BUFvGSJS8ekGcw_XCieB2k-VH2hsHIo6tz17zpCvqbk,"{'display_name': 'OfferZen', '__CLASS__': 'Adzuna::API::Response::Company'}",0,13.420806,Adzuna::API::Response::Job,,https://www.adzuna.de/details/5235921292?utm_medium=api&utm_source=a4bcf954,"Intermediate Back End Engineer Are you an EU citizen looking for the next big move in your developer career? OfferZen companies across Europe are hiring Back End Engineers. Companies on OfferZen are looking for Back End Engineers to assist and manage with the architecture, implementation and maintenance of scalable web applications and services. No matter where you live in Europe - we have available positions for you! Requirements: 2 years experience of relevant experience in back end developme…",Intermediate Back End Engineer,,,
52.507706,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",5235921294,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",2025-06-06T11:18:45Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidm9UMnhNSkM4Qkc3SnY2cFMzY0hDUSIsImkiOiI1MjM1OTIxMjk0In0.jcEXuVMmSDoQ-rsV3DIlTAP0GPDPSFgoGaBAhww3aws,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'OfferZen'}",0,13.420806,Adzuna::API::Response::Job,,https://www.adzuna.de/details/5235921294?utm_medium=api&utm_source=a4bcf954,"Junior Back End Engineer Are you an EU citizen looking for the next big move in your developer career? OfferZen companies across Europe are hiring Back End Engineers. Companies on OfferZen are looking for Back End Engineers to assist and manage with the architecture, implementation and maintenance of scalable web applications and services. No matter where you live in Europe - we have available positions for you! Requirements: 1 years experience of relevant experience in back end development Dev…",Junior Back End Engineer,,,
49.1416,"{'display_name': 'Böckingen, Heilbronn', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn', 'Böckingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",5235902223,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",2025-06-06T10:47:32Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNTkwMjIyMyIsInMiOiJ2b1QyeE1KQzhCRzdKdjZwUzNjSENRIn0.ZYZQFJpFseIhEz_5zsVcm-pq4PvwPaBl_fLnzbN_Ivs,"{'display_name': 'Schwarz IT', '__CLASS__': 'Adzuna::API::Response::Company'}",0,9.22208,Adzuna::API::Response::Job,,https://www.adzuna.de/land/ad/5235902223?se=voT2xMJC8BG7Jv6pS3cHCQ&utm_medium=api&utm_source=a4bcf954&v=B648013DB38647A01A8B2FDBCACAA1DB6E0D0B13,"BI Platform (Junior-) Engineer (SAP BW/4HANA) Standort: Heilbronn Abteilung / Bereich: IT - BI, AI & Data Level: Berufserfahrene Referenznummer: 44885-de_DE Die Schwarz IT betreut die gesamte digitale Infrastruktur und alle Softwarelösungen der Unternehmen der Schwarz Gruppe. Sie ist somit für Auswahl, Bereitstellung und Betrieb sowie Weiterentwicklung von IT-Infrastrukturen, IT-Plattformen und Business-Anwendungen zuständig. Um die Fachbereiche durch IT-Lösungen optimal bei deren Geschäftsproz…",BI Platform (Junior-) Engineer (SAP BW/4HANA) (m/w/d),,,
52.507706,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",5235768816,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",2025-06-06T08:02:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidm9UMnhNSkM4Qkc3SnY2cFMzY0hDUSIsImkiOiI1MjM1NzY4ODE2In0.YfZGjs6JIQ_G-rGq9c2o0j2fsHvNlGi4KXi9BXGd13Y,"{'display_name': 'primaholding GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,13.420806,Adzuna::API::Response::Job,,https://www.adzuna.de/land/ad/5235768816?se=voT2xMJC8BG7Jv6pS3cHCQ&utm_medium=api&utm_source=a4bcf954&v=302FDFF2A92FD5912618B29FBCC281E9A1992033,"Wenn Sie sich sowohl persönlich als auch fachlich weiterentwickeln und dabei anspruchsvolle Aufgaben übernehmen möchten, sind Sie bei uns genau richtig. Als deutschlandweit vertretene Unternehmensgruppe mit insgesamt siebzehn Tochtergesellschaften begeistern wir uns für innovative, kundenfreundliche Produkte in den Bereichen Energie und Telekommunikation. KI-Manager (m⁠/⁠w⁠/⁠d) - Identifizierung von Einsatzmöglichkeiten für KI und Umsetzung von KI-Projekten Standort: Berlin Kennziffer: KIM0625S…",KI-Manager (m/w/d) - Identifizierung von Einsatzmöglichkeiten für KI und Umsetzung von KI-Projekten,,,
48.32854,"{'display_name': 'Donaustetten, Ulm', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm', 'Donaustetten']}",5235732965,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",2025-06-06T07:27:16Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidm9UMnhNSkM4Qkc3SnY2cFMzY0hDUSIsImkiOiI1MjM1NzMyOTY1In0.VFy4s_DLbyzi5B_1oo_sq8AfNVwEBlhvxTtfFMwZ1Js,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wieland-Gruppe'}",0,9.93259,Adzuna::API::Response::Job,full_time,https://www.adzuna.de/details/5235732965?utm_medium=api&utm_source=a4bcf954,"BACHELOR DATA SCIENCE & KI (M/W/D) – DUALES STUDIUM Wieland-Werke AG | Ulm, Vöhringen | Studienbeginn 1. Oktober 2026 Kennziffer 2025-0067 POTENZIALE FREISETZEN. Kupfer verbindet die Welt - in Technologien wie der E-Mobilität, der Energie- und Datenübertragung, der Kälte- und Klimatechnik, der Digitalisierung, dem Internet of Things. Überrasche uns durch dein frisches Denken, mit neuen Impulsen und gestalte die Welt von morgen. Entdecke dabei zahlreiche Möglichkeiten, deine Potenziale freizuset…",Bachelor Data Science & KI (m/w/d) – Duales Studium,,,
